"country","year","incthrl","incthrh","marratel","marrateh","gini","socbene","ppp","gdppcap"
"Italy",2009,15000,75000,23,43,33.8,18.4095542042999,0.771345,34483.7
"Italy",2010,15000,75000,23,43,34.7,18.4613849904759,0.773262,34978
"Italy",2011,15000,75000,23,43,35.1,18.3712407583569,0.758687,36392.3
"Italy",2012,15000,75000,23,43,35.2,19.0916949216378,0.747731,36281.1
"Italy",2013,15000,75000,23,43,34.9,19.7363693575006,0.737299,36459.3
"Italy",2014,15000,75000,23,43,34.7,19.9899661996514,0.739644,36665.7
"Italy",2015,15000,75000,23,43,35.4,20.0161404196064,0.738495,37394.4
"Italy",2016,15000,75000,23,43,35.2,19.7301040022895,0.700544,40482.6
"Italy",2017,15000,75000,23,43,35.9,19.5703852064755,0.689895,42142.3
"Italy",2018,15000,75000,23,43,35.2,19.6020305281232,0.681219,43583.4
"Italy",2019,15000,75000,23,43,34.6,20.0215978698793,0.647298,46661.9
"Italy",2020,15000,75000,23,43,35.2,23.9025242874018,0.632292,44435.6
"Italy",2021,15000,75000,23,43,34.8,21.5942687665732,0.625356,49825.3
"Italy",2022,15000,50000,23,43,33.7,20.3642750518675,0.601944,56247.4
"Italy",2023,15000,50000,23,43,34.3,19.8022805638584,0.624065,58207
"Italy",2024,15000,50000,23,43,NA,20.264369372265,0.610785,61087.9
"Japan",2000,3300000,1.8e+07,10,37,NA,NA,154.691385,NA
"Japan",2001,3300000,1.8e+07,10,37,NA,NA,149.641888,NA
"Japan",2002,3300000,1.8e+07,10,37,NA,NA,143.774205,NA
"Japan",2003,3300000,1.8e+07,10,37,NA,NA,139.579081,NA
"Japan",2004,3300000,1.8e+07,10,37,NA,NA,134.401332,NA
"Japan",2005,3300000,1.8e+07,10,37,NA,10.2221794065751,129.551955,NA
"Japan",2006,3300000,1.8e+07,10,37,NA,10.4166113883023,124.448861,NA
"Japan",2007,1950000,1.8e+07,5,40,NA,10.6282301068254,120.319482,35088.9
"Japan",2008,1950000,1.8e+07,5,40,34.6,11.0899319053063,116.845814,35388.5
"Japan",2009,1950000,1.8e+07,5,40,33,12.4184140895109,115.219075,33696.5
"Japan",2010,1950000,1.8e+07,5,40,31.5,12.5961514495858,111.709563,35349.5
"Japan",2011,1950000,1.8e+07,5,40,33,12.957411303955,107.454281,36263
"Japan",2012,1950000,1.8e+07,5,40,32.5,13.0038141788186,104.273972,37660.3
"Japan",2013,1950000,1.8e+07,5,40,31.5,12.918443579583,101.302673,39467.1
"Japan",2014,1950000,1.8e+07,5,40,31.3,12.6435252914838,103.052076,39636.4
"Japan",2015,1950000,4e+07,5,45,30.7,12.3548716313128,103.449739,40938.2
"Japan",2016,1950000,4e+07,5,45,31.8,12.389857826905,105.519502,40678.3
"Japan",2017,1950000,4e+07,5,45,31.8,12.2740397741347,105.101901,41568.6
"Japan",2018,1950000,4e+07,5,45,32.9,12.2739320061923,104.158636,42306.7
"Japan",2019,1950000,4e+07,5,45,33,12.319657550992,103.231509,42896.7
"Japan",2020,1950000,4e+07,5,45,32.3,12.8506650656171,100.742048,42638.8
"Japan",2021,1950000,4e+07,5,45,NA,12.7907710494346,99.211289,44440.8
"Japan",2022,1950000,4e+07,5,45,NA,12.9416634255476,94.513968,47546.1
"Japan",2023,1950000,4e+07,5,45,NA,11.8401790805229,95.270567,49944.7
"Japan",2024,1950000,4e+07,5,45,NA,NA,95.109833,51774.2
"Korea",2000,1e+07,8e+07,10,40,NA,1.7894356436259,747.736794,19224.5
"Korea",2001,1e+07,8e+07,10,40,NA,1.67147726064594,756.699134,20441.5
"Korea",2002,1e+07,8e+07,9,36,NA,1.65216187295675,769.77179,22173.4
"Korea",2003,1e+07,8e+07,9,36,NA,1.92046958071932,791.293714,22907.3
"Korea",2004,1e+07,8e+07,9,36,NA,2.05003726328112,794.711552,24675
"Korea",2005,1e+07,8e+07,8,35,NA,2.3184553880195,788.920135,26179.1
"Korea",2006,1e+07,8e+07,8,35,31.7,2.51055980548995,772.216161,27955.5
"Korea",2007,1e+07,8e+07,8,35,NA,2.6864689720859,770.085526,30261.8
"Korea",2008,1.2e+07,8.8e+07,8,35,32.3,2.97906129057438,785.717886,31210.9
"Korea",2009,1.2e+07,8.8e+07,6,35,NA,3.24203948759884,828.420848,30731.3
"Korea",2010,1.2e+07,8.8e+07,6,35,32,3.21562013895,840.991702,33100.8
"Korea",2011,1.2e+07,8.8e+07,6,35,NA,3.41082646980938,854.585723,33944
"Korea",2012,1.2e+07,3e+08,6,38,31.6,3.68372792487091,854.887268,35061.5
"Korea",2013,1.2e+07,3e+08,6,38,NA,3.8182469558637,869.081422,35844.1
"Korea",2014,1.2e+07,1.5e+08,6,38,31.2,4.06943048846105,871.878106,37031.9
"Korea",2015,1.2e+07,1.5e+08,6,38,NA,4.33365349706108,857.368025,39799.5
"Korea",2016,1.2e+07,1.5e+08,6,38,35.2,4.53329482507237,858.809687,41672.5
"Korea",2017,1.2e+07,5e+08,6,40,34.9,4.61971533018835,872.624771,43155.8
"Korea",2018,1.2e+07,5e+08,6,42,33.7,4.85855699711182,854.871397,45511.1
"Korea",2019,1.2e+07,5e+08,6,42,33.2,5.41079135622402,847.547829,46511.1
"Korea",2020,1.2e+07,5e+08,6,42,32.7,6.087750274294,829.359157,47881.7
"Korea",2021,1.2e+07,1e+09,6,45,32.9,6.11884471258977,829.867766,51717.8
"Korea",2022,1.2e+07,1e+09,6,45,NA,6.64965703531076,816.607833,55070.4
"Korea",2023,1.4e+07,1e+09,6,45,NA,6.65737695974995,828.391665,56227
"Korea",2024,1.4e+07,1e+09,6,45,NA,NA,838.897321,59062.7
"Latvia",2000,NA,NA,25,25,NA,12.5000727833441,0.36081,7840.7
"Latvia",2001,NA,NA,25,25,NA,11.3448961018019,0.353323,8859.7
"Latvia",2002,NA,NA,25,25,35.1,10.2136981532791,0.360954,9755.5
"Latvia",2003,NA,NA,25,25,36.5,9.39791667099613,0.378208,10565.1
"Latvia",2004,NA,NA,25,25,36.4,9.4284725872527,0.399322,11761.9
"Latvia",2005,NA,NA,25,25,39,8.75870426860332,0.438592,13344.2
"Latvia",2006,NA,NA,25,25,35.6,8.40022223030932,0.488893,15022.6
"Latvia",2007,NA,NA,25,25,37.5,7.38251829078613,0.565679,17275.5
"Latvia",2008,NA,NA,25,25,37.2,8.43537681809152,0.575541,18631.3
"Latvia",2009,NA,NA,23,23,35.9,13.1956808626458,0.521147,16557.1
"Latvia",2010,NA,NA,26,26,35,13.3930486172405,0.487086,17345.7
"Latvia",2011,NA,NA,25,25,35.8,11.8754465859647,0.498506,18626.7
"Latvia",2012,NA,NA,25,25,35.2,10.6569146060386,0.506203,20500.8
"Latvia",2013,NA,NA,24,24,35.5,10.755325388149,0.49927,21848.3
"Latvia",2014,NA,NA,24,24,35.1,10.6005988020011,0.49756,22968.3
"Latvia",2015,NA,NA,23,23,34.2,10.7773823091498,0.497436,24140.5
"Latvia",2016,NA,NA,23,23,34.3,10.9006491667501,0.484534,25804.8
"Latvia",2017,NA,NA,23,23,35.6,10.7380414932809,0.484535,27661.3
"Latvia",2018,NA,NA,23,23,35.1,10.6201930612892,0.489931,29832.1
"Latvia",2019,20004,62800,20,31.4,34.5,11.0849930298984,0.479802,32209.8
"Latvia",2020,20004,62800,20,31.4,35.7,12.3026217187454,0.469668,32734.3
"Latvia",2021,20004,62800,20,31,34.3,12.5577306175959,0.464112,36907
"Latvia",2022,20004,78100,20,31,33.7,12.6854802910825,0.480677,39803.8
"Latvia",2023,20004,78100,20,31,34,11.9269124495084,0.501585,41922.3
"Latvia",2024,20004,78100,20,31,NA,12.6399964162027,0.492149,43973.7
"Lithuania",2000,NA,NA,33,33,31.7,11.4703299434721,0.451667,8465.9
"Lithuania",2001,NA,NA,33,33,32,11.2784399962556,0.432747,9456.9
"Lithuania",2002,NA,NA,33,33,31.9,9.98661291053958,0.42073,10497.3
"Lithuania",2003,NA,NA,33,33,35.5,9.77069340582417,0.403971,12086
"Lithuania",2004,NA,NA,33,33,37,9.71015039172065,0.414026,13097.4
"Lithuania",2005,NA,NA,33,33,35.3,9.32908716901829,0.435161,14514.8
"Lithuania",2006,NA,NA,29.975342,29.975342,34.4,9.20223896581642,0.446254,16447
"Lithuania",2007,NA,NA,27,27,34.8,9.66141018769301,0.470089,19114
"Lithuania",2008,NA,NA,24,24,35.7,11.4934031700202,0.492827,20735.7
"Lithuania",2009,NA,NA,15,15,37.2,16.1447603788679,0.469408,18167.6
"Lithuania",2010,NA,NA,15,15,33.6,14.4920549805186,0.450451,19827.9
"Lithuania",2011,NA,NA,15,15,32.5,12.5640413376267,0.451922,22701.6
"Lithuania",2012,NA,NA,15,15,35.1,11.9986410005392,0.452658,24566.9
"Lithuania",2013,NA,NA,15,15,35.3,11.3388109597376,0.443347,26563.4
"Lithuania",2014,NA,NA,15,15,37.7,10.8972423625156,0.442622,28005.8
"Lithuania",2015,NA,NA,15,15,37.4,10.8277851018406,0.445738,28854
"Lithuania",2016,NA,NA,15,15,38.4,10.9740433742591,0.438439,30772.7
"Lithuania",2017,NA,NA,15,15,37.3,10.9467749478482,0.442718,33591.5
"Lithuania",2018,NA,NA,15,15,35.7,11.6600709592517,0.44662,36491.9
"Lithuania",2019,136344,136344,20,27,35.3,11.9650522906201,0.431815,40563.9
"Lithuania",2020,104278,104278,20,32,36,14.320613298654,0.433452,41262.7
"Lithuania",2021,81162,81162,20,32,36.7,12.9026881607904,0.439956,45897.4
"Lithuania",2022,90246,90246,20,32,36.6,12.0515070642152,0.471739,50218.2
"Lithuania",2023,101094,101094,20,32,36,12.3839936729107,0.504717,51276.5
"Lithuania",2024,114162,114162,20,32,NA,13.0254158265877,0.498947,54816.7
"Luxembourg",2000,6693.12517,20748.68802,0,28,30.1,13.3175254688424,0.955731,55039.3
"Luxembourg",2001,9667.847466,23351.57003,0,28,30.9,13.9460447240772,0.963365,56099.5
"Luxembourg",2002,9750,22950,0,22,31.1,14.7386195901707,0.956996,58514.2
"Luxembourg",2003,9750,22950,0,22,30.2,15.6483207737041,0.964662,60116.5
"Luxembourg",2004,9750,22950,0,22,30.2,15.2483627969633,0.951181,64636.1
"Luxembourg",2005,9750,22950,0,22,30.8,15.2051851944319,0.946363,68708.6
"Luxembourg",2006,9750,22950,0,22,30.9,14.1522564198526,0.916696,78830.7
"Luxembourg",2007,9750,22950,0,22,31.1,13.3714015468347,0.921209,85004.8
"Luxembourg",2008,10335,24327,0,22,32.6,13.8926550027707,0.900045,90864.7
"Luxembourg",2009,11265,26529,0,22,31.2,15.801824820593,0.903032,86798.9
"Luxembourg",2010,11265,26529,0,22,30.5,15.1260361512229,0.925799,90239.5
"Luxembourg",2011,11265,26529,0,22,32.1,14.9013391687374,0.905099,94276
"Luxembourg",2012,11265,26529,0,22,34.3,15.1025320379438,0.90679,96534.5
"Luxembourg",2013,11265,26529,0,22,32,15.1268913299006,0.895254,100562.8
"Luxembourg",2014,11265,26529,0,22,31.2,14.9377341632639,0.884138,104921.4
"Luxembourg",2015,11265,26529,0,22,32.9,14.660199905789,0.881025,107931.3
"Luxembourg",2016,11265,26529,0,22,31.7,14.4855183423134,0.851894,112958.7
"Luxembourg",2017,11265,26457,0,18,34.5,14.8090769784701,0.84831,114863.7
"Luxembourg",2018,11265,26457,0,18,35.4,14.9775648853512,0.848866,116473.2
"Luxembourg",2019,11265,26457,0,18,34.2,15.2775861839688,0.829429,121071.2
"Luxembourg",2020,11265,26457,0,18,33.4,17.256683687177,0.838162,121923.7
"Luxembourg",2021,11265,26457,0,18,32.7,14.9472547723801,0.834326,136542
"Luxembourg",2022,11265,26457,0,18,34.1,15.7157724443103,0.8194,142905.1
"Luxembourg",2023,13137,28401,8,20,33.6,16.0033182541609,0.8533,144113.5
"Luxembourg",2024,12438,29241,0,18,NA,16.1603095278874,0.842662,150744.2
"Mexico",2000,4833.96,2360200.47,3,37.5,53.4,NA,6.078397,NA
"Mexico",2001,5153.23,2516120.47,3,37.5,NA,NA,6.32926,NA
"Mexico",2002,5212,636169.69,3,35,50.6,NA,6.553697,NA
"Mexico",2003,5270,220667,3,34,NA,1.4791731908525,6.647216,NA
"Mexico",2004,5270,109411,3,33,50.3,1.3820449050238,6.998924,NA
"Mexico",2005,5953,103218,3,30,50.9,1.43884570318031,7.126862,13375.7
"Mexico",2006,5952.84,103218,3,29,49.7,1.43321979102022,7.12989,14665.2
"Mexico",2007,5952.84,103218,3,28,NA,1.54928716079047,7.367679,15164
"Mexico",2008,5952.84,392841.96,1.92,28,50.8,1.60883772011542,7.469532,15830.8
"Mexico",2009,5952.84,392841.96,1.92,28,NA,1.90031813589187,7.492563,15349.9
"Mexico",2010,5952.85,392841.97,1.92,30,47.7,1.96251908391656,7.727342,16087.4
"Mexico",2011,5952.85,392841.97,1.92,30,NA,2.06565679785473,7.673013,17502.4
"Mexico",2012,5952.85,392841.97,1.92,30,49.6,2.13685189462517,7.858708,18287.4
"Mexico",2013,5952.85,392841.97,1.92,30,NA,2.25186606166101,7.884359,18481
"Mexico",2014,5952.85,1e+06,1.92,32,48.9,2.51505781982863,8.045318,19153.9
"Mexico",2015,5952.85,1000000.01,1.92,32,NA,2.58680569836392,8.325895,19399.3
"Mexico",2016,5952.85,1000000.01,1.92,32,46.9,2.65715577087347,8.446043,20410.4
"Mexico",2017,5952.85,1000000.01,1.92,32,NA,2.83563382053749,8.913552,20756.4
"Mexico",2018,6942.21,1166200.01,1.92,32,46,3.08635055440018,9.276363,21131.4
"Mexico",2019,6942.21,1166200.01,1.92,32,NA,3.33730155512347,9.528366,21099
"Mexico",2020,6942.21,1166200.01,1.92,32,44.6,3.74301221913752,9.814966,19417.8
"Mexico",2021,7735.01,1299380.05,1.92,32,NA,3.76594358393195,10.060857,20788
"Mexico",2022,7735.01,1299380.05,1.92,32,43.5,3.82025595059842,9.815975,23392.9
"Mexico",2023,8952.5,1503902.47,1.92,32,NA,3.98600714726224,9.878836,24998.5
"Mexico",2024,8952.5,1503902.47,1.92,32,NA,NA,10.088687,25904
"Netherlands",2000,6922.417196,48897.54097,4.5,60,NA,11.0267563927632,0.890437,31887.9
"Netherlands",2001,14869.9239,46308.9239,2.95,52,NA,10.8247177191417,0.904818,33262.8
"Netherlands",2002,15331,47746,2.95,52,NA,10.8528318694932,0.900863,34568.8
"Netherlands",2003,15883,49464,1.7,52,NA,11.3116890431364,0.925452,34290.9
"Netherlands",2004,16265,50652,1,52,29.8,11.2048580345503,0.907767,35965
"Netherlands",2005,16893,51762,1.8,52,29,10.7883974963932,0.897139,37778.8
"Netherlands",2006,17046,52228,2.45,52,30,10.4078005733312,0.871921,41217.1
"Netherlands",2007,17319,53064,2.5,52,29.6,10.0159768776846,0.860004,44204.9
"Netherlands",2008,17579,53860,2.45,52,29.3,10.1084141078061,0.847775,46714.6
"Netherlands",2009,17878,54776,2.35,52,27.9,11.0347476010556,0.848369,44936.1
"Netherlands",2010,18218,54367,2.3,52,27.8,11.3593314070125,0.854194,45306
"Netherlands",2011,18628,55694,1.85,52,27.8,11.5080036523666,0.836065,47003.6
"Netherlands",2012,18945,56491,1.95,52,27.6,11.8295676904192,0.824408,47653.2
"Netherlands",2013,19645,55991,5.85,52,28.1,12.2729943041046,0.798166,49621.9
"Netherlands",2014,19645,56531,5.1,52,28.6,12.183423294387,0.808798,49751.3
"Netherlands",2015,19822,57585,8.35,52,28.2,11.9086065720313,0.809761,50970.9
"Netherlands",2016,19922,66421,8.4,52,28.2,11.7177075016489,0.795448,53162.5
"Netherlands",2017,19982,67072,8.9,52,28.5,11.2604063868013,0.78215,56036.9
"Netherlands",2018,20142,68507,8.9,51.95,28.1,10.8498576732595,0.776747,58819.7
"Netherlands",2019,20384,68507,9,51.75,29.2,10.5181334037145,0.767329,62344.8
"Netherlands",2020,34712,68507,9.7,49.5,26,11.1796860359869,0.747828,62596.6
"Netherlands",2021,35129,68507,9.45,49.5,25.7,10.4943076664236,0.741535,68572.8
"Netherlands",2022,35472,69398,9.42,49.5,NA,9.7543820812622,0.727716,77152.1
"Netherlands",2023,37149,73031,9.28,49.5,NA,10.4239177323253,0.76264,77024.7
"Netherlands",2024,38098,75518,9.32,49.5,NA,10.5326786991774,0.74837,83352.8
"New Zealand",2000,9500,60000,15,39,NA,11.0556575433912,1.444836,21218.9
"New Zealand",2001,9500,60000,15,39,NA,10.4520945987942,1.472797,22063.9
"New Zealand",2002,9500,60000,15,39,NA,10.0200468993882,1.468962,23033.4
"New Zealand",2003,9500,60000,15,39,NA,9.74214532871972,1.49585,23491.2
"New Zealand",2004,9500,60000,15,39,NA,9.0809922488645,1.506677,24837.9
"New Zealand",2005,9500,60000,15,39,NA,9.06615359122125,1.535,25328.2
"New Zealand",2006,9500,60000,15,39,NA,9.64099463381453,1.481544,27248.7
"New Zealand",2007,9500,60000,15,39,NA,9.76906264396756,1.50563,28791.2
"New Zealand",2008,9500,70000,13.75,39,NA,10.4203539823009,1.490709,29869.4
"New Zealand",2009,14000,70000,12.5,38,NA,10.9985572800879,1.471839,30360.1
"New Zealand",2010,14000,70000,11.5,35.5,NA,10.9352235657698,1.497331,30998.7
"New Zealand",2011,14000,70000,10.5,33,NA,10.6052862320709,1.485915,32418.4
"New Zealand",2012,14000,70000,10.5,33,NA,10.6342949703341,1.495622,32795.3
"New Zealand",2013,14000,70000,10.5,33,NA,10.1162620963241,1.445979,35498.3
"New Zealand",2014,14000,70000,10.5,33,NA,9.93466904333579,1.44073,37024.1
"New Zealand",2015,14000,70000,10.5,33,NA,9.63223239125246,1.475468,37022.4
"New Zealand",2016,14000,70000,10.5,33,NA,9.51311633523041,1.441008,39273.7
"New Zealand",2017,14000,70000,10.5,33,NA,9.07772462333663,1.430959,41586.1
"New Zealand",2018,14000,70000,10.5,33,NA,9.37905958077383,1.47006,41982.4
"New Zealand",2019,14000,70000,10.5,33,NA,9.59770132718045,1.436661,44747.2
"New Zealand",2020,14000,70000,10.5,33,NA,10.7204500415521,1.422947,44898.1
"New Zealand",2021,14000,180000,10.5,39,NA,10.2029392351973,1.463664,47433.4
"New Zealand",2022,14000,180000,10.5,39,NA,10.2296435024128,1.433501,52862.2
"New Zealand",2023,14000,180000,10.5,39,NA,10.4796326954915,1.471218,53854.2
"New Zealand",2024,15070,180000,10.5,39,NA,NA,1.46197,55176.8
"Norway",2000,277800,762700,10.35,29.85,27.4,13.065192441748,9.085403,36973.9
"Norway",2001,289000,793000,8.9,28.4,NA,13.4958141529883,9.174326,37835.6
"Norway",2002,320000,830000,13.7,33.2,NA,14.5350335167136,9.05673,38053.4
"Norway",2003,340700,872000,11.76,31.26,27.6,15.3169611383571,9.196977,38681.3
"Norway",2004,354300,906900,12.2,31.7,31.6,14.3414630872708,9.125391,42683.7
"Norway",2005,381000,8e+05,11.8,27.3,30.6,13.0573444558113,9.005204,47975.1
"Norway",2006,394000,750000,11.8,23.8,26.4,12.0911279800042,8.780173,54368.4
"Norway",2007,4e+05,650000,12.6,24.6,27.1,11.8917079842418,8.920915,56213
"Norway",2008,420000,682500,13.3,25.3,27,11.478051282638,8.859281,62059
"Norway",2009,441000,716600,12.55,24.55,26.2,13.4985194973833,9.084179,55635.6
"Norway",2010,456400,741700,12.55,24.55,25.7,13.3670664720416,9.152811,58213.7
"Norway",2011,456400,741700,14.05,26.05,25.3,13.1680195478249,9.082736,62448.6
"Norway",2012,490000,796400,13.75,25.75,25.7,13.0689669274931,9.037085,65765.5
"Norway",2013,509600,828300,13.75,25.75,26.4,13.1870493004804,9.029349,67379.6
"Norway",2014,527400,857300,12.95,24.95,26.8,13.6614674790371,9.278458,66309.7
"Norway",2015,550550,885600,13.15,25.15,27.5,14.7158488816788,9.929852,60735
"Norway",2016,159800,909500,10.55,24.25,28.5,15.3550265000233,10.0419,59252.1
"Norway",2017,164100,934050,9.55,24.07,27,14.8467862717466,9.74983,64576.9
"Norway",2018,169000,962050,8.55,23.95,27.6,14.1268714451036,9.583999,70242.8
"Norway",2019,174500,964800,7.85,24.05,27.7,14.5747340028474,9.481152,70958.1
"Norway",2020,180800,999550,8.45,24.65,28.4,16.7359944533919,9.588324,67129
"Norway",2021,184800,1021550,7.15,23.35,29.1,13.7501269099808,8.984704,89022.4
"Norway",2022,190350,2e+06,8.65,26.05,26.9,10.7338775018948,8.530523,123181.3
"Norway",2023,198350,1500000,0,17.5,26.5,13.1995925167189,9.20239,100466.3
"Norway",2024,208050,1350000,8.7,26.3,NA,14.0540960773243,9.23318,100994.8
"Poland",2000,65472,65472,30,40,33,15.9869570249671,1.832933,10719.4
"Poland",2001,37024,74048,19,40,32.8,16.9830830059658,1.837063,11176.1
"Poland",2002,74048,74048,30,40,34.1,17.042810152683,1.799795,11840.1
"Poland",2003,74048,74048,30,40,34.9,16.9418624213383,1.804365,12331.9
"Poland",2004,74048,74048,30,40,38,15.9544199057118,1.829993,13414.8
"Poland",2005,74048,74048,30,40,35.8,15.6536892940955,1.867595,13936
"Poland",2006,74048,74048,30,40,34.7,15.1375800628858,1.850464,15209.1
"Poland",2007,85528,85528,30,40,34,14.1508117333513,1.853515,16834.3
"Poland",2008,85528,85528,30,40,33.5,13.9952217070579,1.842243,18374.2
"Poland",2009,85528,85528,18,32,33.4,14.4844887194652,1.869211,19282
"Poland",2010,85528,85528,18,32,33.2,14.7626677765061,1.805127,20993
"Poland",2011,85528,85528,18,32,33.2,13.956718150051,1.801424,22811.8
"Poland",2012,85528,85528,18,32,33,14.1308140215825,1.796168,23728.6
"Poland",2013,85528,85528,18,32,33.1,14.7409156852497,1.762045,24435.6
"Poland",2014,85528,85528,18,32,32.8,14.5595301093157,1.767142,25460.9
"Poland",2015,85528,85528,18,32,31.8,14.2907683839864,1.764643,26995.3
"Poland",2016,85528,85528,18,32,31.2,15.2959334605243,1.732843,28364.9
"Poland",2017,85528,85528,18,32,29.7,15.0752490439876,1.742879,30175.9
"Poland",2018,85528,85528,18,32,30.2,14.7227562841459,1.748426,32354.8
"Poland",2019,85528,85528,17.75,32,28.8,15.2747124047453,1.698557,35891.1
"Poland",2020,85528,85528,17,32,28.5,16.5424059919362,1.698184,37444.8
"Poland",2021,85528,85528,17,32,28.5,15.8219106539952,1.752789,41058
"Poland",2022,120000,120000,22,32,28.9,14.8246448554429,1.827631,44904.5
"Poland",2023,120000,120000,12,32,28.5,15.5991876493658,1.990937,45578.4
"Poland",2024,120000,120000,12,32,NA,17.0058728340913,1.977246,49075.3
"Portugal",2000,3641.22,32825.89,14,40,NA,11.268514223614,0.661032,18879.1
"Portugal",2001,3990.38,49879.79,12,40,NA,11.5664879094208,0.670855,19530.7
"Portugal",2002,4100.12,51251.48,12,40,NA,12.0539362614501,0.672081,20356.7
"Portugal",2003,4182.12,52276.51,12,40,38.8,13.2409691391518,0.66976,20852.2
"Portugal",2004,4266,53322,12,40,38.9,13.6755470934773,0.676128,21478.4
"Portugal",2005,4351,54388,10.5,40,38.5,14.1694839843286,0.664259,22725.3
"Portugal",2006,4451,60000,10.5,42,38.1,14.2576886391437,0.64016,24682.6
"Portugal",2007,4454,61260,10.5,42,36.8,14.2390105603207,0.64667,25739
"Portugal",2008,4639,62546,10.5,42,36.6,14.7231661355387,0.636148,26665.8
"Portugal",2009,4755,64110,10.5,42,34.9,16.5481071765242,0.627348,26458.1
"Portugal",2010,4793,150000,11.08,45.88,35.8,16.6118879641239,0.62323,27295.1
"Portugal",2011,4898,153300,11.5,46.5,36.3,17.1538355859649,0.623083,26760.2
"Portugal",2012,4898,153300,11.5,46.5,36,17.7888467785598,0.605398,26434.6
"Portugal",2013,7000,80000,14.5,48,36.2,18.6626505811617,0.583607,27921.5
"Portugal",2014,7000,80000,14.5,48,35.6,18.001905943542,0.578868,28713.3
"Portugal",2015,7000,80000,14.5,48,35.5,17.6822124917017,0.58479,29548.2
"Portugal",2016,7035,80000,14.5,48,35.2,17.2519963421759,0.571416,31494.5
"Portugal",2017,7091,80640,14.5,48,33.8,16.6632110736759,0.575688,32843.8
"Portugal",2018,7091,80640,14.5,48,33.5,16.37950515783,0.571227,34725.2
"Portugal",2019,7091,80640,14.5,48,32.8,16.2241675767523,0.550687,37616.2
"Portugal",2020,7112,80882,14.5,48,34.7,18.0621854538544,0.542815,35662.8
"Portugal",2021,7112,80882,14.5,48,34.6,17.3554205919437,0.540472,38487.3
"Portugal",2022,7116,75009,14.5,48,36.3,16.5178231387794,0.524723,44410.3
"Portugal",2023,7479,78834,14.5,48,33.9,15.5792093965875,0.534046,47856.6
"Portugal",2024,7703,81199,13,48,NA,16.0266817057106,0.52649,51402.3
"Slovak Republic",2000,2987.452699,37442.74049,12,42,NA,13.3593449547871,0.516385,11342.3
"Slovak Republic",2001,2987.452699,37442.74049,12,42,NA,13.4202216599064,0.515672,12367.1
"Slovak Republic",2002,2987.452699,18721.37025,10,38,NA,13.5629061064414,0.521518,13287.5
"Slovak Republic",2003,2987.452699,18721.37025,10,38,NA,11.934024266875,0.544317,14074.5
"Slovak Republic",2004,NA,NA,19,19,27.1,12.6434777719882,0.564472,15139.5
"Slovak Republic",2005,NA,NA,19,19,29.3,12.7721841098565,0.564715,16526.3
"Slovak Republic",2006,NA,NA,19,19,25.8,12.2369743168741,0.554599,18847.1
"Slovak Republic",2007,NA,NA,19,19,24.7,11.8726463438015,0.553636,21146.7
"Slovak Republic",2008,NA,NA,19,19,26,11.6513723797307,0.53743,23597.3
"Slovak Republic",2009,NA,NA,19,19,27.2,14.127234533759,0.515578,22931.9
"Slovak Republic",2010,NA,NA,19,19,27.3,14.1962976205965,0.502173,25204.3
"Slovak Republic",2011,NA,NA,19,19,26.5,13.7184616295069,0.506407,26203
"Slovak Republic",2012,NA,NA,19,19,26.1,13.897521453531,0.504542,27029.5
"Slovak Republic",2013,34401.74,34401.74,19,25,28.1,13.9870664596126,0.491124,28077.5
"Slovak Republic",2014,35022.312,35022.312,19,25,26.1,13.9404641710084,0.485412,29108.6
"Slovak Republic",2015,35022.312,35022.312,19,25,26.5,13.6479522504063,0.491417,30164.2
"Slovak Republic",2016,35022.312,35022.312,19,25,25.2,13.8249847255455,0.503194,29867.9
"Slovak Republic",2017,35022.312,35022.312,19,25,23.2,13.5035664275003,0.516433,30250.4
"Slovak Republic",2018,35268.064,35268.064,19,25,25,13.138973345153,0.526001,31514.2
"Slovak Republic",2019,36256.376,36256.376,19,25,23.2,13.3315551791944,0.510067,33991.3
"Slovak Republic",2020,37163.36,37163.36,19,25,24.2,14.5189306134802,0.48909,35317.1
"Slovak Republic",2021,37981.94,37981.94,19,25,24.1,14.693865397244,0.487999,38376.7
"Slovak Republic",2022,38553.01,38553.01,19,25,24.1,14.4798337449945,0.492988,40872.4
"Slovak Republic",2023,41445.46,41445.46,19,25,23.8,16.3146854599358,0.519207,43598.3
"Slovak Republic",2024,47537.98,47537.98,19,25,NA,17.1813962818737,0.512025,46584.6
"Slovenia",2000,4770.47,28622.81,17,50,NA,17.0331711985992,0.526511,17883.5
"Slovenia",2001,5338.16,32028.93,17,50,NA,16.9712195102575,0.560099,18766.5
"Slovenia",2002,5855.96,35135.73,17,50,29.1,17.0942859656619,0.583286,19999.3
"Slovenia",2003,6295.16,37770.91,17,50,30.9,16.9857797266553,0.607857,20912.5
"Slovenia",2004,6653.98,166.599316,17,50,24.8,16.666532154214,0.607812,22587.9
"Slovenia",2005,5424.8,43106.33,16,50,24.6,16.6348645419221,0.610135,23678.4
"Slovenia",2006,5538.72,44011.56,16,50,24.4,16.0739094029978,0.609687,25564
"Slovenia",2007,6800,13600,16,41,24.4,15.0949814942822,0.630222,27458.9
"Slovenia",2008,7187.6,14375.2,16,41,23.7,15.3697519130907,0.633789,29451.4
"Slovenia",2009,7410.42,14820.83,16,41,24.8,17.2273509417668,0.645493,27187.9
