"country","year","incthrl","incthrh","marratel","marrateh","gini","socbene","ppp","gdppcap"
"Slovenia",2010,7528.99,15057.96,16,41,24.9,17.8441916324645,0.63801,27579.3
"Slovenia",2011,7634.4,15268.77,16,41,24.9,18.1856376133642,0.62397,28715.7
"Slovenia",2012,7840.53,15681.03,16,41,25.6,18.1278912689389,0.606793,28792.2
"Slovenia",2013,8021.34,70907.2,16,50,26.2,18.0935649046184,0.590407,29639.9
"Slovenia",2014,8021.34,70907.2,16,50,25.7,17.5111249946754,0.591238,30574.6
"Slovenia",2015,8021.34,70907.2,16,50,25.4,17.0972845335939,0.595138,31348.2
"Slovenia",2016,8021.34,70907.2,16,50,24.8,16.4865028587641,0.577106,33581.8
"Slovenia",2017,8021.34,70907.2,16,50,24.2,15.9728414442956,0.570149,36190
"Slovenia",2018,8021.34,70907.2,16,50,24.6,15.4879515967774,0.567612,38656.3
"Slovenia",2019,8021.34,70907.2,16,50,24.4,15.3781256769546,0.544192,42360.5
"Slovenia",2020,8500,72000,16,50,24,17.4107327034207,0.532257,41759.6
"Slovenia",2021,8500,72000,16,50,24.3,16.2011565103166,0.537477,45930.3
"Slovenia",2022,8755,74160,16,45,24.3,16.2697180013815,0.527504,51119.7
"Slovenia",2023,8755,74160,16,50,24.7,15.1616061233852,0.558997,54033.4
"Slovenia",2024,8755,74160,16,50,NA,15.4556459734968,0.557128,56916.3
"Spain",2000,3678.194079,67433.55811,15,39.6,34.1,11.6293398850161,0.739777,21584.8
"Spain",2001,3678,67434,15,39.6,NA,11.4013963746758,0.747518,23002.3
"Spain",2002,3678.19,67433.56,15,39.6,NA,11.4925894705393,0.742312,24382.6
"Spain",2003,4000,45000,9.06,29.16,31.8,11.4613116261339,0.759222,25055.4
"Spain",2004,4000,45000,9.06,29.16,33.3,11.5086290591692,0.765873,26201.6
"Spain",2005,4080,45900,9.06,29.16,32.4,11.4047506685543,0.769508,27623.7
"Spain",2006,4161.6,46818,9.06,29.16,33.5,11.2664382034994,0.736002,30780.8
"Spain",2007,17360,52360,15.66,27.13,34.1,11.4223959923567,0.732244,32530.7
"Spain",2008,17707.2,53407.2,15.66,27.13,34.2,12.2508162296662,0.725862,33328.9
"Spain",2009,17707.2,53407.2,15.66,27.13,34.9,14.3872729475578,0.718702,32198.3
"Spain",2010,17707.2,53407.2,15.66,27.13,35.2,15.0275960989468,0.72705,31818.1
"Spain",2011,17707.2,175000,12,23.5,35.7,15.2324808878159,0.714129,32020
"Spain",2012,17707.2,3e+05,12.75,30.5,35.4,16.206258132522,0.694976,31886
"Spain",2013,17707.2,3e+05,12.75,30.5,36.2,16.6145047247994,0.6748,32629.8
"Spain",2014,17707.2,3e+05,12.75,30.5,36.1,16.4309316434204,0.662359,33781.1
"Spain",2015,12450,60000,9.5,22.5,36.2,15.6606678980639,0.664562,35266.9
"Spain",2016,12450,60000,9.5,22.5,35.8,15.4687537567889,0.642644,37637.8
"Spain",2017,12450,60000,9.5,22.5,34.7,15.1574668553807,0.630839,39877.3
"Spain",2018,12450,60000,9.5,22.5,34.7,15.2835657886488,0.631798,41073.7
"Spain",2019,12450,60000,9.5,22.5,34.3,15.7043494907116,0.604131,44071.5
"Spain",2020,12450,60000,9.5,22.5,34.9,20.1928952350927,0.606275,39340
"Spain",2021,12450,3e+05,9.5,24.5,33.9,18.4130139525397,0.58847,44342.3
"Spain",2022,12450,3e+05,9.5,24.5,33.6,16.6066679604001,0.569575,50550.2
"Spain",2023,12450,3e+05,9.5,24.5,33.4,16.8062194168496,0.5822,53204.8
"Spain",2024,12450,3e+05,9.5,24.5,NA,16.8605621170021,0.572856,56965.2
"Sweden",2000,232600,374000,0,25,27,14.642961671389,9.163089,29632.6
"Sweden",2001,252000,390400,0,25,26.5,14.7492159004529,9.401445,29946.4
"Sweden",2002,273800,414200,0,25,26.2,14.9006674663818,9.413655,30980.9
"Sweden",2003,284300,430000,0,25,25.3,15.4129510144702,9.485459,31793.1
"Sweden",2004,291800,441300,0,25,26.1,15.0852127363688,9.294039,33809.3
"Sweden",2005,298600,450500,0,25,26.8,14.8657027863841,9.479182,34208.9
"Sweden",2006,306000,460600,0,25,26.4,14.3287616130751,9.111518,37668.2
"Sweden",2007,316700,476700,0,25,27.1,13.5520744172565,8.870893,40823.4
"Sweden",2008,328800,495000,0,25,28.1,13.6238296657923,8.778986,41913.5
"Sweden",2009,367600,526200,0,25,27.3,14.6892349438275,8.921003,40081.6
"Sweden",2010,372100,532700,0,25,27.7,13.8473901552971,9.026183,41961
"Sweden",2011,383000,548300,0,25,27.6,13.2760943388027,8.844042,44334.2
"Sweden",2012,401100,574300,0,25,27.6,13.8519718780667,8.654768,45216.9
"Sweden",2013,413200,591600,0,25,28.8,14.1767779875616,8.597681,46104.9
"Sweden",2014,420800,602600,0,25,28.4,13.7503260870114,8.727131,46836.8
"Sweden",2015,430200,616100,0,25,29.2,13.2611554511815,8.852008,48784.2
"Sweden",2016,430200,625800,0,25,29.6,13.1575958027691,8.822586,50215
"Sweden",2017,438900,638500,0,25,28.8,12.9283335890647,8.852247,51385.5
"Sweden",2018,455300,662300,0,25,30,12.7056448346815,8.865881,52962.3
"Sweden",2019,490700,689300,0,25,29.3,12.3413434787475,8.584015,56881.1
"Sweden",2020,509300,509300,0,20,28.9,12.8215757288013,8.435616,57374.1
"Sweden",2021,523200,523200,0,20,29.8,12.0817275036177,8.363733,62173.6
"Sweden",2022,540700,540700,0,20,31.6,11.6486358005748,8.426093,65571.8
"Sweden",2023,598500,598500,0,20,29.3,11.5777038856216,8.765773,66118.3
"Sweden",2024,598500,598500,0,20,NA,11.6378412446827,8.587839,69880
"Switzerland",2000,16100,154700,0,11,33.4,9.19938848720925,1.78866,36754.4
"Switzerland",2001,16100,154700,0,11,NA,9.39657381110765,1.768621,37987
"Switzerland",2002,16100,154700,0,11,31.7,9.91366119298252,1.70976,38985.5
"Switzerland",2003,16100,154700,0,11,NA,10.3986509691906,1.715154,38925.6
"Switzerland",2004,16100,154700,0,11,31.6,10.3146207396289,1.691758,40389.4
"Switzerland",2005,16100,154700,0,11,NA,10.1940235641985,1.686548,41858.6
"Switzerland",2006,16900,166200,0,11,33.9,9.5846910498364,1.598858,46666.2
"Switzerland",2007,16900,166200,0,11,34.3,9.20725968098565,1.531784,51440.5
"Switzerland",2008,13600,166200,0,11,33.8,8.91793808493813,1.493049,54199.3
"Switzerland",2009,13600,166200,0,11,32.9,9.9207667655557,1.470105,53629.4
"Switzerland",2010,13600,166200,0,11,32.6,9.85009700231433,1.466316,55345.3
"Switzerland",2011,14400,175000,0,11,31.7,9.70165819832448,1.397498,58426.6
"Switzerland",2012,14500,176000,0,11,31.6,9.77402798504282,1.354072,60440.9
"Switzerland",2013,14500,176000,0,11,32.5,9.91280832223812,1.312477,62750.4
"Switzerland",2014,14500,176000,0,11,32.5,9.9217663654317,1.281761,64694.9
"Switzerland",2015,14500,176000,0,11,32.3,10.0338412680318,1.235456,66359.7
"Switzerland",2016,14500,176000,0,11,33,10.1474469875537,1.201964,68350.7
"Switzerland",2017,14500,176000,0,11,32.7,10.1574961531295,1.187726,69271.9
"Switzerland",2018,14500,176000,0,11,33.1,9.8882126071663,1.178866,72135.6
"Switzerland",2019,14500,176000,0,11,34,9.97203724786271,1.133809,75229.4
"Switzerland",2020,14500,176000,0,11,33.7,12.585312681449,1.104751,74331.5
"Switzerland",2021,14500,176000,0,11,33.8,11.0924918368281,1.056712,83489.8
"Switzerland",2022,14500,176000,0,11,33.8,9.65548364405915,0.986913,94573.2
"Switzerland",2023,14800,179400,0,11,NA,9.72034756374155,0.999013,93660.9
"Switzerland",2024,1500,182600,0,11,NA,NA,0.972889,97357.2
"Turkiye",2000,2.5e+09,6.25e+10,15,40,NA,NA,0.281594,9491.7
"Turkiye",2001,2.8e+09,7e+10,15,40,NA,NA,0.414949,9164.3
"Turkiye",2002,3.8e+09,9.5e+10,15,40,41.4,NA,0.591251,9299.5
"Turkiye",2003,5e+09,1.2e+11,15,40,42.2,NA,0.736506,9622.3
"Turkiye",2004,6e+09,1.4e+11,15,40,41.3,NA,0.79215,10918.9
"Turkiye",2005,6600,78000,15,35,42.6,NA,0.834589,11957.6
"Turkiye",2006,7000,40000,15,35,39.6,NA,0.841811,13705
"Turkiye",2007,7500,43000,15,35,38.4,NA,0.851116,14951.7
"Turkiye",2008,7800,44700,15,35,39,NA,0.87996,16141.6
"Turkiye",2009,8700,50000,15,35,39,9.20844609877911,0.904655,15551.7
"Turkiye",2010,8800,76200,15,35,38.8,8.56656489076945,0.920469,17468.2
"Turkiye",2011,9400,80000,15,35,40,8.8267754420928,0.966176,19717.2
"Turkiye",2012,10000,88000,15,35,40.2,8.48821981794056,1.019856,20739.2
"Turkiye",2013,10700,94000,15,35,40.2,8.72005028618319,1.070294,22475.2
"Turkiye",2014,11000,97000,15,35,41.2,8.2737344544996,1.104504,24192.5
"Turkiye",2015,12000,106000,15,35,42.9,8.28962509763477,1.162141,25897.1
"Turkiye",2016,12600,110000,15,35,41.9,9.09928908107709,1.241052,26730.8
"Turkiye",2017,13000,110000,15,35,43.5,8.58364488419034,1.38398,28353.4
"Turkiye",2018,14800,120000,15,35,42.4,8.83970292084646,1.63261,28640.4
"Turkiye",2019,18000,148000,15,35,43.8,9.69599005201578,1.837125,29016.6
"Turkiye",2020,22000,6e+05,15,40,43,9.88402717832492,2.111056,29209.2
"Turkiye",2021,24000,650000,15,40,44.4,NA,2.751633,32105.7
"Turkiye",2022,32000,880000,15,40,44.5,NA,4.517801,39919.1
"Turkiye",2023,70000,1900000,15,40,NA,NA,7.350289,43196.3
"Turkiye",2024,110000,3e+06,15,40,NA,NA,11.554529,45122.8
"United Kingdom",2000,1520,28400,10,40,38.8,11.1007016009827,0.704522,26615.7
"United Kingdom",2001,1880,29400,10,40,37.1,11.4124473509007,0.694477,28010.4
"United Kingdom",2002,1920,29900,10,40,35.1,11.5346303423776,0.689877,29152.5
"United Kingdom",2003,1960,30500,10,40,34.9,11.7844565790787,0.69584,30402.1
"United Kingdom",2004,2020,31400,10,40,34.8,12.0237984904415,0.68782,32148.8
"United Kingdom",2005,2090,32400,10,40,35.5,11.88762650107,0.707619,32798.4
"United Kingdom",2006,2150,33300,10,40,35.9,11.6768375189435,0.696492,34850.7
"United Kingdom",2007,2230,34600,10,40,34.4,11.8534873035176,0.709077,35651.3
"United Kingdom",2008,34800,34800,20,40,35.4,12.2880358902695,0.701691,36903.3
"United Kingdom",2009,37400,37400,20,40,35.1,14.0048287648174,0.710094,35234.5
"United Kingdom",2010,37400,150000,20,50,33.7,14.1256028601859,0.702364,36617.5
"United Kingdom",2011,35000,150000,20,50,33.2,14.1266927952717,0.706052,37345.8
"United Kingdom",2012,34370,150000,20,50,33.1,14.3278651199855,0.701634,38483.4
"United Kingdom",2013,32010,150000,20,45,32.7,14.021012010696,0.695248,40081.6
"United Kingdom",2014,31865,150000,20,45,33.1,13.6594125220126,0.698444,41508.5
"United Kingdom",2015,31785,150000,20,45,33.3,13.5545555638542,0.692365,42739.3
"United Kingdom",2016,32000,150000,20,45,33.1,13.1899907968804,0.688603,44352.8
"United Kingdom",2017,33500,150000,20,45,32.6,12.6937443913901,0.684601,46413.7
"United Kingdom",2018,34500,150000,20,45,33.7,12.5530091514898,0.687714,47604.7
"United Kingdom",2019,37500,150000,20,45,32.8,12.3568938832053,0.669665,50494.3
"United Kingdom",2020,37500,150000,20,45,32.6,14.1058586543168,0.653446,48692.5
"United Kingdom",2021,37700,150000,20,45,32.4,13.2559677472131,0.668934,51756.6
"United Kingdom",2022,37700,150000,20,45,NA,12.5583264140438,0.638335,59668.4
"United Kingdom",2023,37700,125140,20,45,NA,12.9362930406764,0.683478,58687.8
"United Kingdom",2024,37700,125140,20,45,NA,13.4735156584279,0.679372,61262.4
"United States",2000,26250,288350,15,39.6,40.1,10.2797463103915,1,36299.6
"United States",2001,6000,297370,10,39.1,40.6,10.920768793667,1,37100.2
"United States",2002,6000,307050,10,38.6,40.4,11.537368328687,1,37954.3
"United States",2003,7000,311950,10,35,40.8,11.6209941910452,1,39419.9
"United States",2004,7150,319100,10,35,40.5,11.5861352310301,1,41659.6
"United States",2005,7300,326450,10,35,41.3,11.5229371026452,1,44052.4
"United States",2006,7550,336550,10,35,41.7,11.6204565887665,1,46234.2
"United States",2007,7825,349700,10,35,41.1,11.8184169200596,1,47976.2
"United States",2008,8025,357700,10,35,41.1,13.099623077047,1,48498.4
"United States",2009,8350,372950,10,35,40.8,14.6685523074316,1,47123
"United States",2010,8375,373650,10,35,40.2,15.2694822190833,1,48570.4
"United States",2011,8500,379150,10,35,41.2,14.9181227215955,1,49951.9
"United States",2012,8700,388350,10,35,41.2,14.3997865506089,1,51645
"United States",2013,8925,4e+05,10,39.6,40.9,14.2457077714213,1,53234.7
"United States",2014,9075,406750,10,39.6,41.7,14.3009799162183,1,55094.2
"United States",2015,9225,413200,10,39.6,41.5,14.5151415967373,1,56797
"United States",2016,9275,415050,10,39.6,41.3,14.5611681266486,1,57930.9
"United States",2017,9325,418400,10,39.6,41.4,14.4259574521895,1,60001.6
"United States",2018,9525,5e+05,10,37,41.8,14.2751328684857,1,62825
"United States",2019,9700,510300,10,37,41.9,14.4603026269938,1,65171.5
"United States",2020,9875,518400,10,37,40,19.7392330982731,1,64414.5
"United States",2021,9950,523600,10,37,39.7,19.3977452846399,1,71354.3
"United States",2022,10275,539900,10,37,41.7,15.5441974787223,1,77920.9
"United States",2023,11000,578125,10,37,41.8,15.0733567745327,1,82492.3
"United States",2024,11600,609350,10,37,NA,NA,1,86116.9
