"Reference.area","TIME_PERIOD","Income threshold_1","Income threshold_10","Income threshold_11","Income threshold_12","Income threshold_13","Income threshold_14","Income threshold_15","Income threshold_16","Income threshold_17","Income threshold_18","Income threshold_19","Income threshold_2","Income threshold_20","Income threshold_21","Income threshold_22","Income threshold_3","Income threshold_4","Income threshold_5","Income threshold_6","Income threshold_7","Income threshold_8","Income threshold_9","Marginal rate_1","Marginal rate_10","Marginal rate_11","Marginal rate_12","Marginal rate_13","Marginal rate_14","Marginal rate_15","Marginal rate_16","Marginal rate_17","Marginal rate_18","Marginal rate_19","Marginal rate_2","Marginal rate_20","Marginal rate_21","Marginal rate_22","Marginal rate_23","Marginal rate_3","Marginal rate_4","Marginal rate_5","Marginal rate_6","Marginal rate_7","Marginal rate_8","Marginal rate_9"
"Slovak Republic",2003,2987.452699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5974.905397,NA,NA,NA,13144.791874,18721.370245,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,28,35,38,NA,NA,NA,NA
"Slovak Republic",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2013,34401.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2014,35022.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2015,35022.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2016,35022.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2017,35022.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2018,35268.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2019,36256.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2020,37163.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2021,37981.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2022,38553.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2023,41445.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",2024,47537.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovenia",2000,4770.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9540.94,NA,NA,NA,14311.41,19081.88,28622.81,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,37,40,45,50,NA,NA,NA
"Slovenia",2001,5338.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10676.31,NA,NA,NA,16014.47,21352.62,32028.93,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,37,40,45,50,NA,NA,NA
"Slovenia",2002,5855.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11711.91,NA,NA,NA,17567.88,23423.82,35135.73,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,37,40,45,50,NA,NA,NA
"Slovenia",2003,6295.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12590.3,NA,NA,NA,18885.47,25180.61,37770.91,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,37,40,45,50,NA,NA,NA
"Slovenia",2004,6653.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13307.95,NA,NA,NA,19961.94,26615.9,39923.86,166.599316,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,37,40,45,50,NA,NA,NA
"Slovenia",2005,5424.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10599.23,NA,NA,NA,21448.84,43106.33,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,38,42,50,NA,NA,NA,NA
"Slovenia",2006,5538.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10821.82,NA,NA,NA,21899.27,44011.56,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,37,41,50,NA,NA,NA,NA
"Slovenia",2007,6800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
"Slovenia",2008,7187.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14375.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
"Slovenia",2009,7410.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14820.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
"Slovenia",2010,7528.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15057.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
"Slovenia",2011,7634.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15268.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
"Slovenia",2012,7840.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15681.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
"Slovenia",2013,8021.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18960.28,NA,NA,NA,70907.2,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,41,50,NA,NA,NA,NA,NA
"Slovenia",2014,8021.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18960.28,NA,NA,NA,70907.2,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,41,50,NA,NA,NA,NA,NA
"Slovenia",2015,8021.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18960.28,NA,NA,NA,70907.2,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,41,50,NA,NA,NA,NA,NA
"Slovenia",2016,8021.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20400,NA,NA,NA,70907.2,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,41,50,NA,NA,NA,NA,NA
"Slovenia",2017,8021.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20400,NA,NA,NA,48000,70907.2,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,34,39,50,NA,NA,NA,NA
"Slovenia",2018,8021.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20400,NA,NA,NA,48000,70907.2,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,34,39,50,NA,NA,NA,NA
"Slovenia",2019,8021.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20400,NA,NA,NA,48000,70907.2,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,34,39,50,NA,NA,NA,NA
"Slovenia",2020,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,50000,72000,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,33,39,50,NA,NA,NA,NA
"Slovenia",2021,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,50000,72000,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,33,39,50,NA,NA,NA,NA
"Slovenia",2022,8755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25750,NA,NA,NA,51500,74160,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,33,39,45,NA,NA,NA,NA
"Slovenia",2023,8755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25750,NA,NA,NA,51500,74160,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,33,39,50,NA,NA,NA,NA
"Slovenia",2024,8755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25750,NA,NA,NA,51500,74160,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,33,39,50,NA,NA,NA,NA
"Spain",2000,3678.194079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12873.679276,NA,NA,NA,25134.326205,40460.134867,67433.558112,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.17,NA,NA,NA,NA,23.57,31.48,38.07,39.6,NA,NA,NA
"Spain",2001,3678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12874,NA,NA,NA,25134,40460,67434,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.17,NA,NA,NA,NA,23.57,31.48,38.07,39.6,NA,NA,NA
"Spain",2002,3678.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12873.68,NA,NA,NA,25134.33,40460.13,67433.56,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.17,NA,NA,NA,NA,23.57,31.48,38.07,39.6,NA,NA,NA
"Spain",2003,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13800,NA,NA,NA,25800,45000,NA,NA,NA,NA,NA,9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84,NA,NA,NA,NA,18.68,24.71,29.16,NA,NA,NA,NA
"Spain",2004,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13800,NA,NA,NA,25800,45000,NA,NA,NA,NA,NA,9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84,NA,NA,NA,NA,18.68,24.71,29.16,NA,NA,NA,NA
"Spain",2005,4080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14076,NA,NA,NA,26316,45900,NA,NA,NA,NA,NA,9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84,NA,NA,NA,NA,18.68,24.71,29.16,NA,NA,NA,NA
"Spain",2006,4161.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14357.52,NA,NA,NA,26842.32,46818,NA,NA,NA,NA,NA,9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84,NA,NA,NA,NA,18.68,24.71,29.16,NA,NA,NA,NA
"Spain",2007,17360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32360,NA,NA,NA,52360,NA,NA,NA,NA,NA,NA,15.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.27,NA,NA,NA,NA,24.14,27.13,NA,NA,NA,NA,NA
"Spain",2008,17707.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33007.2,NA,NA,NA,53407.2,NA,NA,NA,NA,NA,NA,15.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.27,NA,NA,NA,NA,24.14,27.13,NA,NA,NA,NA,NA
"Spain",2009,17707.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33007.2,NA,NA,NA,53407.2,NA,NA,NA,NA,NA,NA,15.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.27,NA,NA,NA,NA,24.14,27.13,NA,NA,NA,NA,NA
"Spain",2010,17707.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33007.2,NA,NA,NA,53407.2,NA,NA,NA,NA,NA,NA,15.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.27,NA,NA,NA,NA,24.14,27.13,NA,NA,NA,NA,NA
"Spain",2011,17707.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33007.2,NA,NA,NA,53407.2,120000,175000,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,18.5,21.5,22.5,23.5,NA,NA,NA
"Spain",2012,17707.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33007.2,NA,NA,NA,53407.2,120000,175000,3e+05,NA,NA,NA,12.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,21.5,25.5,27.5,29.5,30.5,NA,NA
"Spain",2013,17707.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33007.2,NA,NA,NA,53407.2,120000,175000,3e+05,NA,NA,NA,12.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,21.5,25.5,27.5,29.5,30.5,NA,NA
"Spain",2014,17707.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33007.2,NA,NA,NA,53407.2,120000,175000,3e+05,NA,NA,NA,12.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,21.5,25.5,27.5,29.5,30.5,NA,NA
"Spain",2015,12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,34000,60000,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,15,18.5,22.5,NA,NA,NA,NA
"Spain",2016,12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,35200,60000,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,15,18.5,22.5,NA,NA,NA,NA
"Spain",2017,12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,35200,60000,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,15,18.5,22.5,NA,NA,NA,NA
"Spain",2018,12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,35200,60000,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,15,18.5,22.5,NA,NA,NA,NA
"Spain",2019,12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,35200,60000,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,15,18.5,22.5,NA,NA,NA,NA
"Spain",2020,12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,35200,60000,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,15,18.5,22.5,NA,NA,NA,NA
"Spain",2021,12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,35200,60000,3e+05,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,15,18.5,22.5,24.5,NA,NA,NA
"Spain",2022,12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,35200,60000,3e+05,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,15,18.5,22.5,24.5,NA,NA,NA
"Spain",2023,12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,35200,60000,3e+05,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,15,18.5,22.5,24.5,NA,NA,NA
"Spain",2024,12450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,35200,60000,3e+05,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,15,18.5,22.5,24.5,NA,NA,NA
"Sweden",2000,232600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2001,252000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2002,273800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2003,284300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2004,291800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2005,298600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2006,306000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2007,316700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2008,328800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2009,367600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2010,372100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2011,383000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2012,401100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2013,413200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2014,420800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2015,430200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2016,430200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2017,438900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2018,455300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2019,490700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
"Sweden",2020,509300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
