"Reference.area","TIME_PERIOD","Income threshold_1","Income threshold_10","Income threshold_11","Income threshold_12","Income threshold_13","Income threshold_14","Income threshold_15","Income threshold_16","Income threshold_17","Income threshold_18","Income threshold_19","Income threshold_2","Income threshold_20","Income threshold_21","Income threshold_22","Income threshold_3","Income threshold_4","Income threshold_5","Income threshold_6","Income threshold_7","Income threshold_8","Income threshold_9","Marginal rate_1","Marginal rate_10","Marginal rate_11","Marginal rate_12","Marginal rate_13","Marginal rate_14","Marginal rate_15","Marginal rate_16","Marginal rate_17","Marginal rate_18","Marginal rate_19","Marginal rate_2","Marginal rate_20","Marginal rate_21","Marginal rate_22","Marginal rate_23","Marginal rate_3","Marginal rate_4","Marginal rate_5","Marginal rate_6","Marginal rate_7","Marginal rate_8","Marginal rate_9"
"New Zealand",2010,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25,NA,NA,NA,NA,31.5,35.5,NA,NA,NA,NA,NA
"New Zealand",2011,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,NA,NA,NA,NA,NA
"New Zealand",2012,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,NA,NA,NA,NA,NA
"New Zealand",2013,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,NA,NA,NA,NA,NA
"New Zealand",2014,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,NA,NA,NA,NA,NA
"New Zealand",2015,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,NA,NA,NA,NA,NA
"New Zealand",2016,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,NA,NA,NA,NA,NA
"New Zealand",2017,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,NA,NA,NA,NA,NA
"New Zealand",2018,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,NA,NA,NA,NA,NA
"New Zealand",2019,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,NA,NA,NA,NA,NA
"New Zealand",2020,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,NA,NA,NA,NA,NA
"New Zealand",2021,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,180000,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,39,NA,NA,NA,NA
"New Zealand",2022,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,180000,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,39,NA,NA,NA,NA
"New Zealand",2023,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,70000,180000,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,39,NA,NA,NA,NA
"New Zealand",2024,15070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51677,NA,NA,NA,75415,180000,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,30,33,39,NA,NA,NA,NA
"Norway",2000,277800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.85,NA,NA,NA,NA,29.85,NA,NA,NA,NA,NA,NA
"Norway",2001,289000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA
"Norway",2002,320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,33.2,NA,NA,NA,NA,NA,NA
"Norway",2003,340700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,872000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.26,NA,NA,NA,NA,31.26,NA,NA,NA,NA,NA,NA
"Norway",2004,354300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,31.7,NA,NA,NA,NA,NA,NA
"Norway",2005,381000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA
"Norway",2006,394000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA
"Norway",2007,4e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,NA,NA,NA,24.6,NA,NA,NA,NA,NA,NA
"Norway",2008,420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,25.3,NA,NA,NA,NA,NA,NA
"Norway",2009,441000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.55,NA,NA,NA,NA,24.55,NA,NA,NA,NA,NA,NA
"Norway",2010,456400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.55,NA,NA,NA,NA,24.55,NA,NA,NA,NA,NA,NA
"Norway",2011,456400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.05,NA,NA,NA,NA,26.05,NA,NA,NA,NA,NA,NA
"Norway",2012,490000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.75,NA,NA,NA,NA,25.75,NA,NA,NA,NA,NA,NA
"Norway",2013,509600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.75,NA,NA,NA,NA,25.75,NA,NA,NA,NA,NA,NA
"Norway",2014,527400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.95,NA,NA,NA,NA,24.95,NA,NA,NA,NA,NA,NA
"Norway",2015,550550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.15,NA,NA,NA,NA,25.15,NA,NA,NA,NA,NA,NA
"Norway",2016,159800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224900,NA,NA,NA,565400,909500,NA,NA,NA,NA,NA,10.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.99,NA,NA,NA,NA,12.25,21.25,24.25,NA,NA,NA,NA
"Norway",2017,164100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230950,NA,NA,NA,580650,934050,NA,NA,NA,NA,NA,9.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.48,NA,NA,NA,NA,11.96,21.07,24.07,NA,NA,NA,NA
"Norway",2018,169000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237900,NA,NA,NA,598050,962050,NA,NA,NA,NA,NA,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.69,NA,NA,NA,NA,11.85,20.95,23.95,NA,NA,NA,NA
"Norway",2019,174500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245650,NA,NA,NA,617500,964800,NA,NA,NA,NA,NA,7.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04,NA,NA,NA,NA,12.05,21.05,24.05,NA,NA,NA,NA
"Norway",2020,180800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254500,NA,NA,NA,639750,999550,NA,NA,NA,NA,NA,8.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64,NA,NA,NA,NA,12.65,21.65,24.65,NA,NA,NA,NA
"Norway",2021,184800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260100,NA,NA,NA,651250,1021550,NA,NA,NA,NA,NA,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32,NA,NA,NA,NA,11.15,20.35,23.35,NA,NA,NA,NA
"Norway",2022,190350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267900,NA,NA,NA,643800,969200,2e+06,NA,NA,NA,NA,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82,NA,NA,NA,NA,12.65,22.05,25.05,26.05,NA,NA,NA
"Norway",2023,198350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279150,NA,NA,NA,642950,926800,1500000,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,4,13.5,16.5,17.5,NA,NA,NA
"Norway",2024,208050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292850,NA,NA,NA,670000,937900,1350000,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,12.7,22.3,25.3,26.3,NA,NA,NA
"Poland",2000,65472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2001,37024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
"Poland",2002,74048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2003,74048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2004,74048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2005,74048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2006,74048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2007,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2008,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2009,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2010,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2011,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2012,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2013,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2014,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2015,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2016,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2017,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2018,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2019,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2020,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2021,85528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2022,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2023,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",2024,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portugal",2000,3641.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5731.19,NA,NA,NA,14165.86,32825.89,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,25,35,40,NA,NA,NA,NA
"Portugal",2001,3990.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6035.45,NA,NA,NA,14963.94,34417.05,49879.79,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,24,34,38,40,NA,NA,NA
"Portugal",2002,4100.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6201.42,NA,NA,NA,15375.45,35363.52,51251.48,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,24,34,38,40,NA,NA,NA
"Portugal",2003,4182.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6325.45,NA,NA,NA,15682.96,36070.79,52276.51,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,24,34,38,40,NA,NA,NA
"Portugal",2004,4266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6452,NA,NA,NA,15997,36792,53322,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,24,34,38,40,NA,NA,NA
"Portugal",2005,4351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6581,NA,NA,NA,16317,37528,54388,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,23.5,34,36.5,40,NA,NA,NA
"Portugal",2006,4451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6732,NA,NA,NA,16692,38391,55639,60000,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,23.5,34,36.5,40,42,NA,NA
"Portugal",2007,4454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6873,NA,NA,NA,17043,39197,56807,61260,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,23.5,34,36.5,40,42,NA,NA
"Portugal",2008,4639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7017,NA,NA,NA,17401,40020,58000,62546,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,23.5,34,36.5,40,42,NA,NA
"Portugal",2009,4755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7192,NA,NA,NA,17836,41021,59450,64110,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,23.5,34,36.5,40,42,NA,NA
"Portugal",2010,4793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7250,NA,NA,NA,17979,41349,59926,64623,150000,NA,NA,11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.58,NA,NA,NA,NA,24.08,34.88,37.38,40.88,42.88,45.88,NA
"Portugal",2011,4898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7410,NA,NA,NA,18375,42259,61244,66045,153300,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,24.5,35.5,38,41.5,43.5,46.5,NA
"Portugal",2012,4898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7410,NA,NA,NA,18375,42259,61244,66045,153300,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,24.5,35.5,38,41.5,43.5,46.5,NA
"Portugal",2013,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,40000,80000,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,37,45,48,NA,NA,NA,NA
"Portugal",2014,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,40000,80000,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,37,45,48,NA,NA,NA,NA
"Portugal",2015,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,40000,80000,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,37,45,48,NA,NA,NA,NA
"Portugal",2016,7035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20100,NA,NA,NA,40200,80000,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,37,45,48,NA,NA,NA,NA
"Portugal",2017,7091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20261,NA,NA,NA,40522,80640,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,37,45,48,NA,NA,NA,NA
"Portugal",2018,7091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10700,NA,NA,NA,20261,25000,36856,80640,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,28.5,35,37,45,48,NA,NA
"Portugal",2019,7091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10700,NA,NA,NA,20261,25000,36856,80640,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,28.5,35,37,45,48,NA,NA
"Portugal",2020,7112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10732,NA,NA,NA,20322,25075,36967,80882,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,28.5,35,37,45,48,NA,NA
"Portugal",2021,7112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10732,NA,NA,NA,20322,25075,36967,80882,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,28.5,35,37,45,48,NA,NA
"Portugal",2022,7116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10736,NA,NA,NA,15216,19696,25076,36757,48033,75009,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,26.5,28.5,35,37,43.5,45,48
"Portugal",2023,7479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11284,NA,NA,NA,15992,20700,26335,38632,50483,78834,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,26.5,28.5,35,37,43.5,45,48
"Portugal",2024,7703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11623,NA,NA,NA,16472,21321,27146,39791,51997,81199,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,22,25,32,35.5,43.5,45,48
"Slovak Republic",2000,2987.452699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4979.087831,NA,NA,NA,7966.54053,13144.791874,18721.370245,37442.74049,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,30,35,40,42,NA,NA
"Slovak Republic",2001,2987.452699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4979.087831,NA,NA,NA,7966.54053,13144.791874,18721.370245,37442.74049,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,25,30,35,40,42,NA,NA
"Slovak Republic",2002,2987.452699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5974.905397,NA,NA,NA,13144.791874,18721.370245,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,28,35,38,NA,NA,NA,NA
